page,row_no,jobref,position,company,jobdesc_snippet,opening_date,closing_date,town,row_type
1,69.0,953254,Finance Manager - Teardrop Boutique Management (1),Teardrop Boutique Management,Please refer the advert.,Thu Apr 07 2022,,Sat May 07 2022,yellow
1,70.0,953253,Hotel Receptionist / Chef,The Wind Castle,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,71.0,953252,Internal Audit Executive (1),Aitken Spence,Please refer the advertisement.,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,72.0,953251,Group Development Chef- Teardrop Boutique Management (1),Teardrop Boutique Management,Please refer the advert.,Thu Apr 07 2022,,Sat May 07 2022,yellow
1,73.0,953250,Support Analyst,Adelanka (Pvt) Ltd,UK Calendar,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,74.0,953249,Legal Officer,Sri Lanka Telecom (SLT) Group,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,75.0,953248,Sales Associate,Paragon Cafe & Supermart (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,76.0,953247,Front Office Coordinator - TOP URGENT (1),Maritime Placements (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,77.0,953246,CLINICAL IN CHARGE - QUALITY ASSURANCE,Asiri Group of Hospitals,Please refer to the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,78.0,953245,Investigation Officer - Card Recoveries,Seylan Bank,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,80.0,953243,Procurement Officer- Top Urgent(Construction Industry) (1),Maritime Placements (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,81.0,953242,Creative Graphic Designer,J.M Wickramarachchi & Company (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,82.0,953241,IT & Network Officers,Sri Lanka Telecom (SLT) Group,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,83.0,953240,Construction Vacancies,R A Construction & Engineering (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,84.0,953239,Creative Designer- TOP URGENT (1),Maritime Placements (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,86.0,953237,Executive - Warehouse,Flexicare Lanka (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,87.0,953236,Project Associate - IT,Adelanka (Pvt) Ltd,UK Calendar,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,88.0,953235,Teller - Colombo Branches,MCB Bank Limited,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,89.0,953234,Software Engineer - Front End (1),Expolanka Holdings PLC,Please refer the advert,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,90.0,953233,Engineers,Sri Lanka Telecom (SLT) Group,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,91.0,953232,Intern - Software Engineer (1),Expolanka Holdings PLC,Please refer the advert,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,92.0,953231,Marketing Officers,Sri Lanka Telecom (SLT) Group,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,93.0,953230,Customer Service Officer - Islamic Banking Unit,MCB Bank Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,94.0,953229,Senior Mechanical Engineer,Tranco Tech (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,95.0,953228,UX Designer,Algonomy,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,96.0,953227,Customer Success Engineer,Algonomy,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,97.0,953226,Front-End Software Engineers,Algonomy,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,98.0,953225,Branch Manager - Kandy Branch,MCB Bank Limited,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,99.0,953224,Technical Executive,CMC Engineering Export GmbH,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,100.0,953223,Quality Assurance Engineers,Algonomy,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,101.0,953222,Senior / Lead DevOps Engineer,Algonomy,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,102.0,953221,Software Engineer - Node.js,Algonomy,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,103.0,953220,"Assistant Manager - Management Systems (Quality, Environment, & OHS)",Access Engineering PLC,"Safety, Quality, Environment, Compliance, ISO",Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,104.0,953219,Agricultural Supervisors - Production/ Manufacturing/ Engineering,Dole Lanka (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,105.0,953218,Software Engineer,Algonomy,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,106.0,953217,Project Manager (6 Months) (1),John Keells IT,Please refer the Advert,Thu Apr 07 2022,,Sat May 07 2022,yellow
1,107.0,953216,Finance - Intern,Dole Lanka (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,108.0,953215,Executive - Application Support,Mahindra Ideal Finance Limited,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,109.0,953214,Client Service Officer - Full Time,Destiny Migration Solutions,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,110.0,953213,Management Assistant,Company Name Withheld,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,111.0,953212,Maintenance Officer,Sri Lanka Red Cross Society,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,112.0,953211,Head of Technician (Electrical),Company Name Withheld,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,113.0,953210,Merchandiser Operations (1),MAS Bodyline,click on the image to apply,Thu Apr 07 2022,,Sat Apr 30 2022,yellow
1,114.0,953209,Project Consultant,FPA Sri Lanka,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,115.0,953208,Electrical Engineer / Assistant Engineer (Electrical) / Mechanical Engineer,Newgen Lanka Healthcare Pvt Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,116.0,953207,Transport Assistant (Driver),Company Name Withheld,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,117.0,953206,Executive/Officers - Production / Executive/Officers - Quality Assurance / Executive/Officers - QC (Chemical),Newgen Lanka Healthcare Pvt Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,118.0,953205,Accounts Assistant (Male),Diocese of Colombo - Church of Ceylon,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,119.0,953204,Pattern Technologist (1),MAS Bodyline,Click on the image to apply,Thu Apr 07 2022,,Mon Apr 25 2022,yellow
1,121.0,953202,Accounts & Administration Assistant,Kaley Natural Farms (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,122.0,953201,Executive Quality process Control (1),MAS Bodyline,"The candidate should have a sound knowledge in ISO 9000 series, QC tools, Lean tools etc with relevant experience in Apparel industry.",Thu Apr 07 2022,,Wed Apr 27 2022,yellow
1,123.0,953200,Plant Head / Manager - Production / Manager - Quality Assurance,Newgen Lanka Healthcare Pvt Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,124.0,953199,Director- Software Development (1),Pearson Lanka (Pvt) Ltd,Please refer to the advertisement,Thu Apr 07 2022,,Sat May 07 2022,yellow
1,125.0,953198,Executive Quality Process Control (1),MAS Bodyline,"The candidate should have a sound knowledge in ISO 9000 series, QC tools, Lean tools etc with relevant experience in Apparel industry",Thu Apr 07 2022,,Wed Apr 27 2022,yellow
1,126.0,953197,Executive - Quality Process Control (1),MAS Bodyline,"The candidate should have a sound knowledge in ISO 9000 series, QC tools, Lean tools etc with relevant experience in Apparel industry.",Thu Apr 07 2022,,Fri Apr 29 2022,yellow
1,127.0,953196,Associate ? IT (Fresh graduate) (1),Maritime Placements (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,128.0,953195,Associate ? IT (Fresh graduates) (1),Maritime Placements (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,129.0,953194,Executive Autonomation (Proliferation) (1),MAS Bodyline,click on the image to apply,Thu Apr 07 2022,,Wed Apr 27 2022,yellow
1,130.0,953193,Executive Autonomation (1),MAS Bodyline,click on the image to apply,Thu Apr 07 2022,,Wed Apr 27 2022,yellow
1,131.0,953192,Office Assistant (1),McLarens Holdings Limited,Please refer the advertisement.,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,132.0,953191,Business Promotion Officer (Colombo Region) (4),Richard Pieris & Company PLC,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,133.0,953190,Executive Accounts (1),McLarens Holdings Limited,Please refer the advertisement.,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,135.0,953188,Draughtsman (1),Nawaloka Constructions Company (Pvt) Ltd,Please refer the job advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,137.0,953186,HR Manager,Company Name Withheld,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,138.0,953185,Executive Autonomation (1),MAS Bodyline,click on the image to apply,Thu Apr 07 2022,,Mon Apr 25 2022,yellow
1,139.0,953184,Quantity Surveyor (2),Nawaloka Constructions Company (Pvt) Ltd,Please refer the job Advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,140.0,953182,Assistant - Mechanic (1),MAS Bodyline,Passed GCE OL or following professional qualification in Engineering. Candidates from Mathugama or closed areas are preferred.,Thu Apr 07 2022,,Sat Apr 30 2022,yellow
1,141.0,953181,Assistant- Mechanic (1),MAS Bodyline,Passed GCE OL or Following professional qualification in Engineering. Candidates from Mathugama or closed areas are preferred.,Thu Apr 07 2022,,Sat Apr 30 2022,yellow
1,142.0,953180,Senior Linux Systems Engineer (1),CMS (Pvt) Ltd,Please refer the job advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,143.0,953179,Tender Coordinator (1),Hemas Holdings PLC,Please refer the attachment,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,144.0,953178,Trainee UI/UX Engineer,Applova Inc.,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,145.0,953177,Senior Executive - Bancassurance (1),Union Assurance PLC,Please refer the the advertisement.,Thu Apr 07 2022,,Wed Apr 20 2022,yellow
1,146.0,953176,Quality Assurance (Internship),Applova Inc.,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,147.0,953175,Sales Development Representative,Applova Inc.,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,148.0,953174,Customer Support Engineer (Night Shift),Applova Inc.,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,149.0,953173,Tax Manager ? Top Urgent (1),Maritime Placements (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,150.0,953172,Insurance Assistant / Officer - Group Life (Head Office) (5),Arpico Insurance PLC,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,151.0,953170,Compliance Officer,WIS Group,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,152.0,953169,Experienced Audit Associate - Maldives (10),PricewaterhouseCoopers,Click on the vacancy image and apply,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,153.0,953168,Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Thu Apr 07 2022,,Sat May 07 2022,yellow
1,154.0,953167,Engineering Assistant (2),Ceylon Cold Stores PLC,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 28 2022,yellow
1,155.0,953166,Financial Planning Analyst (Mortgages),WIS Group,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,156.0,953165,.Net Engineers (ASE / SE),Unitech Labs Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,157.0,953164,Business Manager - Industrial Solution,Lankem Ceylon PLC,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,158.0,953163,Construction Vacancies,Home Lands Construction (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,159.0,953162,Audit Assistant (12),Richard Pieris & Company PLC,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 10 2022,yellow
1,160.0,953161,Product Manager - Industrial Solutions,Lankem Ceylon PLC,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,161.0,953160,Audit Trainee (20),Richard Pieris & Company PLC,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 10 2022,yellow
1,162.0,953159,Assistant Manager - Cutting (Jordan) (1),MAS KREEDA,Please click on the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,163.0,953158,Lecturers,Online Campus (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,164.0,953157,Accounts Assistant,Green Agriculture Ventures (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,165.0,953156,Senior Manager - Construction Machinery Division,Asset Engineering (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,166.0,953155,Advisor - Medical Marketing,Emerchemie NB (Ceylon) Limited,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,167.0,953154,Senior HR Executive - Colombo,Micronet Global Services (Pvt) Ltd,Residing Colombo applicants only,Thu Apr 07 2022,,Tue May 31 2022,yellow
1,168.0,953153,Cost Accountant,Villas by Taru,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,169.0,953152,Senior Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Thu Apr 07 2022,,Sat May 07 2022,yellow
1,170.0,953151,Resident Manager - Mannar,Serendipity Retreats and Leisure (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,171.0,953150,Supervisors / Cashiers / Kitchen Commi Staff,Mr.Burger,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,173.0,953148,Physical Education Teachers - National Curriculum (English Medium),Musaeus College,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,174.0,953147,Recruitment Officer (Male) (1),Sumathi Group,Please refer the advertisement.,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,176.0,953145,Electrician,Ayurveda Lanka Hospitals (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,177.0,953144,"Head of HR, Admin & HES-Pannala (1)",Konnect Net Pvt Ltd,Please refer the advert,Thu Apr 07 2022,,Sat Apr 30 2022,yellow
1,178.0,953143,HR Internship (1),Global Market Technologies (Pvt) Limited,Please refer the attached Advertisement,Thu Apr 07 2022,,Mon May 09 2022,yellow
1,179.0,953142,Electrician (1),Ayurveda Lanka Hospitals (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,180.0,953141,Intern/Assistant - HR & Admin,Mediscribe (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,181.0,953140,Project Manager / Site Manager / MEP Engineer,Wahid Constructions (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,182.0,953139,Full Stack Software Engineer & Senior Software Engineer (1),Maritime Placements (Pvt) Ltd,"Location: Colombo 01 or Work from home Salary: Up to 300,000/- Please send your CV to ferhansaleem@aims-has.com",Thu Apr 07 2022,,Fri Apr 29 2022,yellow
1,183.0,953138,Assistant Manager - Human Resources,Micronet Global Services (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 14 2022,yellow
1,184.0,953137,Quantity Surveyor / Technical Officer / MEP Engineer,Wahid Constructions (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,185.0,953136,.Net Software Engineer/Senior Software Engineer (1),Maritime Placements (Pvt) Ltd,"Location: Colombo 01 Salary up to 300,000/- Please forward your CV to ferhansaleem@aims-has.com",Thu Apr 07 2022,,Fri Apr 29 2022,yellow
1,186.0,953135,.Net Stack Engineer,Synthesis Global,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,187.0,953134,Accounts Executive / Accountant Assistant,Gills Food Products Pvt Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,188.0,953133,Accounts Assistant,Wickramaratne International Trading (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,189.0,953132,Designer (1),MAS Bodyline,click on the image to apply,Thu Apr 07 2022,,Wed Apr 27 2022,yellow
1,190.0,953131,Junior Executive - Warehouse (Biyagama / Sapugaskanda),Abans Logistics (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,191.0,953130,Senior Executive Lean Enterprise (1),MAS Bodyline,click on the image to apply,Thu Apr 07 2022,,Wed Apr 27 2022,yellow
1,192.0,953129,Manufacturing Analyst (Female candidate) - Top Urgent (1),Maritime Placements (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Sun Apr 17 2022,yellow
1,194.0,953127,Customer Care Executives,Aegis Services Lanka (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,195.0,953126,CCTV Software & Hardware Consultant,Company Name Withheld,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,196.0,953125,Customer Care Executives (Malabe & Wellawatte),Aegis Services Lanka (Pvt) Ltd,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,197.0,953124,ASSISTANT ACCOUNTANT,Ceyline Group,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
1,198.0,953123,Junior Accounts Executive,Company Name Withheld,Please refer the advertisement,Thu Apr 07 2022,,Thu Apr 21 2022,yellow
