page,row_no,jobref,position,company,jobdesc_snippet,opening_date,closing_date,town,row_type
1,530,1217174,Lead Business Analyst - ICT Industry (1),BLUESTEPS,Minimum 7-8 years of experience in the Business Analysis discipline.,Tue May 14 2024,Tue May 28 2024,,yellow
1,531,1217173,Senior Engineer - Cybersecurity,eBuilder,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,532,1217172,Senior Associate - Document Specialist (1),BLUESTEPS,"2 - 3 years work expernace in BPO or KPO as a Document Specialist, Process Associate;",Tue May 14 2024,Tue May 28 2024,,yellow
1,533,1217171,Executive- Finance (1),Jobfactory,Executive- Finance,Tue May 14 2024,Tue May 21 2024,,yellow
1,534,1217170,Senior Associate - Document Specialist (1),BLUESTEPS,"2 - 3 years work experience in BPO or KPO as a Document Specialist, Process Associate;",Tue May 14 2024,Tue May 28 2024,,yellow
1,535,1217169,Senior Associate - Document Specialist (1),BLUESTEPS,"2 - 3 years work experience in BPO or KPO as a Document Specialist, Process Associate;",Tue May 14 2024,Tue May 28 2024,,yellow
1,536,1217168,Senior Associate - Document Specialist (1),BLUESTEPS,"2 - 3 years work experience in BPO or KPO as a Document Specialist, Process Associate;",Tue May 14 2024,Tue May 28 2024,,yellow
1,537,1217167,Account Executive - Female,Kay Jay Group,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,538,1217166,Senior Associate - Document Specialist (1),BLUESTEPS,"2 - 3 years work experience in BPO or KPO as a Document Specialist, Process Associate;",Tue May 14 2024,Tue May 28 2024,,yellow
1,539,1217165,Senior Associate - Document Specialist (1),BLUESTEPS,"2 - 3 years work experience in BPO or KPO as a Document Specialist, Process Associate;",Tue May 14 2024,Tue May 28 2024,,yellow
1,540,1217164,Senior Associate - Document Specialist (1),BLUESTEPS,"2 - 3 years work expernace in BPO or KPO as a Document Specialist, Process Associate;",Tue May 14 2024,Tue May 28 2024,,yellow
1,541,1217163,Draftsman,Company name withheld,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,542,1217162,Senior Quality Assurance Engineer,Dutton Labs LK,See advertisement for further details,Tue May 14 2024,Tue May 28 2024,,yellow
1,543,1217161,Senior Executive- Finance & Accounting (1),Jobfactory,Senior Executive Finance,Tue May 14 2024,Tue May 21 2024,,yellow
1,544,1217160,Accounts Assistant - Female,Diranco Graphitec (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,545,1217159,Senior Software Engineer - Full Stack,Dutton Labs LK,See advertisement for further details,Tue May 14 2024,Tue May 28 2024,,yellow
1,546,1217158,Help Desk Support Officer,Dutton Labs LK,See advertisement for further details,Tue May 14 2024,Tue May 28 2024,,yellow
1,547,1217157,Intern - Finance,Vallibel Power Erathna PLC,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,548,1217156,Accounts Assistant,Sams Trading House (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,549,1217155,Operations Manager (Technical) - Central Workshop / Plants / Heavy Vehicles & Equipment,Edward and Christie (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,550,1217154,Commercial Executive - Import and Export (1),Norlanka Manufacturing Limited,Please Refer The Advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,551,1217153,Marketing Executive - Microbiology,Micro Tech Biological (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,552,1217152,Mobile App Developer - Flutter,Ascension Holdings,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,553,1217151,Front Office Executive / Guest Relations Officer / Receptionist (Female),Tamarind Tree Garden Resort,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,554,1217150,Service Advisor - Rathmalana (1),United Motors Lanka PLC,Please refer the advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,555,1217149,HR Executive (Male),LAUGFS Lubricants Limited,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,556,1217148,Regulatory Affair Executive,Rohto-Mentholatum Lanka (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,557,1217147,Senior Waiter / Waiter,Bellagio Limited,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,558,1217145,Full-stack Engineer,Ascentteq (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,559,1217144,Regional Manager - North and East Region,Company Name Withheld,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,560,1217143,Salesperson,Rite Shu (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,561,1217142,Interior Designer,Prime Tech Interiors,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,562,1217141,Design & Estimation Engineer,Thimark Technocreations (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,563,1217140,Management Trainee - Kothmale,Star Garments (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,564,1217139,Teachers / General Coordinator / Master In Charge of Discipline / Secretary / Coaches,"Apollo International School, Kandy & Kandana",Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,565,1217138,Accounts Executive,Santa Dora Hospital,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,566,1217137,Training Officer,SITREK Security Solutions (Pvt) Ltd,Please refer to the advertisement.,Tue May 14 2024,Tue May 21 2024,,yellow
1,567,1217136,Manager - Quality Assurance,St. Regis Packaging (Pvt) Limited,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,568,1217135,Sales Executive - Retail & Modern Trade,Oceanpick,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,569,1217134,Sales Consultant,Beverley International Group,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,570,1217133,Teachers / Sports Coordinator / Coaches,"Lyceum International School, Gampaha",Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,571,1217132,Production Engineer / QC Engineer,Okaya Lanka (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,572,1217131,Warehouse Manager,The Janet Group,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,573,1217130,Sales & Marketing Executive / Assistant Manager / Manager,BenchMark Logistics International (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,574,1217129,Stock Manager,Lemongrass Restaurant,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,575,1217128,Customer Service Executive,BenchMark Logistics International (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,576,1217127,Supply Chain Manager,The Janet Group,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,577,1217126,Accounts Assistant,BAM Exports (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,578,1217125,Restaurant Vacancies,Hunger Squad,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,579,1217124,Fitter (1),St.Anthony's Industries Group (Pvt) Ltd.,Please refer the advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,580,1217123,Teacher Vacancies,Gethsemane College,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,581,1217122,Senior Boiler Operator / Engineering Assistant - Warehouse / Electrical Technician,Star Holdings International (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,582,1217120,Intern - Sales/ Business Management,Millennium IT ESP (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,583,1217119,Consultants - Corporate Affairs & Public Relations,Nature?s Beauty Creations Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,584,1217118,Intern - Sales/ Business Management,Millennium IT ESP (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,585,1217117,Teacher Vacancies,Louvre College,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,586,1217116,Assistant Accountant / Accounts Executive,Company name withheld,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,587,1217115,Business Development Manager,MJF Group,"Please click on the vacancy image and apply, or apply via email",Tue May 14 2024,Tue May 21 2024,,yellow
1,588,1217114,Accounts Executive,Noah Lanka Glory,Accounts Executive ( Colombo-Padukka),Tue May 14 2024,Tue May 28 2024,,yellow
1,589,1217113,Manager/ Assistant Manager - Business Development (1),Softlogic Life Insurance PLC,Please refer to the advert,Tue May 14 2024,Tue May 21 2024,,yellow
1,590,1217112,Senior Sales Manager,MJF Group,"Please click on the vacancy image and apply, or apply via email",Tue May 14 2024,Tue May 21 2024,,yellow
1,591,1217111,Sales Admin,Hela Herbs (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,592,1217110,Accounts Clerks,Dreamco Express (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,593,1217109,STEWARD (1),Nawaloka Hospitals PLC,Please refer to the advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,594,1217108,Accounts Assistant (1),Expolanka Freight (Pvt) Ltd,Please refer to the advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,595,1217107,IT Manager,Cool Planet (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,596,1217106,Senior executive/Executive-Sales & Marketing-Colombo (1),Jobfactory,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,597,1217105,Logistic Coordinator / Project Coordinator/ Store Keeper/ Project Assistant - Ware House Operations (4),Browns Engineering & Construction (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,598,1217104,Lecturer - Business Studies,Platinum Business Academy,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,599,1217103,Logistic Coordinator / Project Coordinator/ Store Keeper/ Project Assistant - Ware House Operations (4),Browns Engineering & Construction (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,600,1217102,Assistant Shipping Manager / Shipping Executive,Company name withheld,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,601,1217101,Intern- Garment Technology (1),Brandix Essentials - Ratmalana,Please Refer the Advertisement.,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,602,1217100,Sushi Chef / Junior Sous Chef / Captain - Saudi Arabia,FHS Travels & Tours (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,603,1217099,Senior Executive/ Executive ? Sales and Marketing (1),Jobfactory,Senior Executive/ Executive ? Sales and Marketing,Tue May 14 2024,Tue May 21 2024,,yellow
1,604,1217098,Tech Lead Fullstack - React Native / JS / AWS,Adage Digital,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,605,1217097,Logistic Coordinator / Project Coordinator/ Store Keeper/ Project Assistant - Ware House Operations (4),Browns Engineering & Construction (Pvt) Ltd,Please refer the job advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,606,1217096,Assistant Manager System Development & Support,CBC Finance Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,607,1217095,Accounts Assistant,Summerfields Banquets & Restaurant,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,608,1217094,Senior QA Engineer - Web and Mobile Testing,Adage Digital,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,609,1217093,Sales Assistant,Summerfields Banquets & Restaurant,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,610,1217092,System Engineer - IT Infrastructure,Seylan Bank PLC,Please refer the vacancy,Tue May 14 2024,Tue May 21 2024,,yellow
1,611,1217091,Purchasing Executive (1),St.Anthony's Industries Group (Pvt) Ltd.,Please refer the advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,612,1217090,Trainee Brand Executives,George Steuart Consumer (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,613,1217089,Call Center Associate (15),Jobfactory,"Requirements- ·A sound educational background with good A/L results. ·Minimum 1 year experience in call centre, preferable in insurance. ·Excellent c ....",Tue May 14 2024,Tue May 21 2024,,yellow
1,614,1217088,Accounts Executive (1),United Motors Lanka PLC,Please refer the advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,615,1217087,Sales Executive (Valvoline) (10),United Motors Lanka PLC,Please refer the advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,616,1217086,Project Officer/ Executive Assistant to Group CEO (1),Informatics Group of Companies,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,617,1217085,Marketing & Branding Manager (1),Informatics Group of Companies,Please refer the advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,618,1217084,Associate - Admin (UK Calendar - SL Shift) (1),H Connect International (Pvt) Ltd,Please refer the job advert.,Tue May 14 2024,Fri May 17 2024,,yellow
1,619,1217083,Lecturer - Digital circuts (1),Informatics Group of Companies,Please refer the advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,620,1217082,Associate - Admin (UK Calendar - SL Shift) (1),H Connect International (Pvt) Ltd,Please refer the job advert.,Tue May 14 2024,Fri May 17 2024,,yellow
1,621,1217081,Manager - Student Relations (1),Informatics Group of Companies,Please refer the advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,622,1217080,Associate - Front Office and Customer Support (1),Informatics Group of Companies,Please refer the advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,623,1217079,Associate - Admin (UK Calendar - SL Shift) (1),H Connect International (Pvt) Ltd,Please refer the job advert.,Tue May 14 2024,Fri May 17 2024,,yellow
1,624,1217078,Language and Cultural Facilitators (LCFs),Peace Corps Sri Lanka,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,625,1217077,Credit Controller,Alerics,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,626,1217076,Finance-Inrern (1),Delmege Group,Please find the job advertisement,Tue May 14 2024,Mon May 20 2024,,yellow
1,627,1217075,Sales Executive (Colombo & Matara),Solis Hotel - Matara,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,628,1217074,Intern-QS (1),Delmege Group,Please find the job advertisement,Tue May 14 2024,Mon May 20 2024,,yellow
1,629,1217073,Executive - International Sales (1),Expolanka Holdings PLC,Please refer to the advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,630,1217072,Senior Business Intelligence (BI) Engineer,Millennium IT ESP (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,631,1217071,Engineer - Data Engineering,Millennium IT ESP (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,632,1217069,Co-Ordinator (Female),Data Management Systems (Pvt) Ltd,Please refer the advertisement,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,633,1217068,Business Development Executives (Males),Data Management Systems (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,634,1217066,Procurement Officer,Sithma Associates (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,635,1217065,Marketing / Sales Executives (Males),Data Management Systems (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,636,1217064,Mechatronics Engineers (for CRM and ATM Field Service),Data Management Systems (Pvt) Ltd,Please Refer The Advertisement,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,637,1217063,Engineering Service Executives for CRMs and ATMs,Data Management Systems (Pvt) Ltd,Please refer the advertisement,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,638,1217062,Engineers for Entrust Systems,Data Management Systems (Pvt) Ltd,Please refer the advertisement,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,639,1217060,Engineering Service Executives For Batticaloa,Data Management Systems (Pvt) Ltd,Please refer the advertisement,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,640,1217058,Logistics Executive,Data Management Systems (Pvt) Ltd,Please refer the advertisements,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,641,1217057,Store Keeper (1),Nawaloka Constructions Company (Pvt) Ltd,Please refer the Advertisement.,Tue May 14 2024,Tue May 21 2024,,yellow
1,642,1217056,Senior Engineer - Data Engineering,Millennium IT ESP (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,643,1217055,Graphic Designer (1),Raigam Marketing Services (Pvt) Ltd,Please refer the advertisement,Tue May 14 2024,Mon May 20 2024,,yellow
1,644,1217054,Admin Assistant (1),DCI Recruitment (Pvt) Ltd,Colombo 02,Tue May 14 2024,Thu May 30 2024,,yellow
1,645,1217053,Trainee Business Development Associate / Business Development Associate (1),National Development Bank PLC,Please refer the advertisement.,Tue May 14 2024,Fri May 17 2024,,yellow
1,646,1216736,Accountant,The Establishment (Private) Limited,Please refer the vacancy,Tue May 14 2024,Mon May 27 2024,,yellow
1,647,1216566,Executive /Assistant Manager - Business Development,NEXT Campus,Please refer the vacancy,Tue May 14 2024,Mon May 27 2024,,yellow
1,648,1216565,Territory Sales Manager-AI & Data Engineering (1),DMS Software Technologies (Pvt) Ltd,Territory Sales Manager-AI & Data Engineering,Tue May 14 2024,Tue May 21 2024,,yellow
1,649,1216560,Territory Sales Manager -Google Solutions (1),DMS Software Technologies (Pvt) Ltd,Territory Sales Manager -Google Solutions,Tue May 14 2024,Tue May 21 2024,,yellow
1,650,1216558,Chief Technical Officer (1),CMS (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Fri May 24 2024,,yellow
1,651,1216556,Regional Channel Manager (1),DMS Software Technologies (Pvt) Ltd,Regional Channel Manager,Tue May 14 2024,Tue May 21 2024,,yellow
1,652,1216543,Science Teacher,Australian International College,Please refer the vacancy,Tue May 14 2024,Mon May 27 2024,,yellow
1,653,1216538,ACCOUNTS EXECUTIVE (MALE) (1),EURO MOTORS (PVT) LTD,* 2 years of experience in an audit firm is a must. *Candidates who reside in Kelanimulla and the suburbs are encouraged to apply.,Tue May 14 2024,Sat May 18 2024,,yellow
1,654,1216503,Sales Executives (2),Kapruka Holdings PLC,Please refer the advertisement,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,655,1216376,LOGISTICS MANAGER-Colombo 5 (Leading Food & Beverage Manufacturing) (1),Konnect Net Pvt Ltd,Please refer the advertisement Leading Food & Beverage Manufacturing,Tue May 14 2024,Fri May 31 2024,,yellow
1,656,1216374,Assistant Logistics Manager (Attanagalle) Leading Food & Beverage Manufacturing (1),Konnect Net Pvt Ltd,Please refer the advertisement Leading Food & Beverage Manufacturing,Tue May 14 2024,Fri May 31 2024,,yellow
1,657,1216194,Operation Assistants (2),Kapruka Holdings PLC,Please refer the advertisement,Tue May 14 2024,Fri May 31 2024,,yellow
1,658,1216120,Senior Process Associate - Finance & Accounting (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate. Contact person - charuni.ssc@keells ....,Tue May 14 2024,Mon Jun 10 2024,,yellow
1,659,1216093,Intern - Marketing & Communication,Berendina Micro Investments Company Limited (BMIC),Please refer the vacancy,Tue May 14 2024,Fri May 24 2024,,yellow
1,660,1215884,Sales Manager - Horeca,Company Name Withheld,Please refer the vacancy,Tue May 14 2024,Tue May 28 2024,,yellow
1,661,1215836,Inside Sales Specialist (Colombo),Hayleys Group,Join the World of Hayleys.,Tue May 14 2024,Sat May 25 2024,,yellow
1,662,1215495,SALES EXECUTIVE - SPARE PARTS (2),EURO MOTORS (PVT) LTD,Candidates residing in Colombo/ Kandy are encouraged to apply.,Tue May 14 2024,Sat May 18 2024,,yellow
1,663,1215487,Customer Experience Representative - Call Center (Colombo),Hayleys Group,Join the World of Hayleys.,Tue May 14 2024,Sat May 25 2024,,yellow
1,664,1215425,Assistant Sales Manager,Lexduco (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Thu May 23 2024,,yellow
1,665,1215415,Sales Executive,Infomiti,Please refer the vacancy,Tue May 14 2024,Thu May 23 2024,,yellow
1,666,1215410,Receptionist cum Telephone Operator (1),Vogue Tex (Pvt) Ltd,Please refer the advertisement,Tue May 14 2024,Tue May 28 2024,,yellow
1,667,1215267,Senior Full Stack Engineer (1),CMS (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Wed May 22 2024,,yellow
1,668,1215229,Intern - Sales/ Business Management,Millennium IT ESP (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,669,1215200,Management Trainee - Female,Company Name Withheld,Please refer the vacancy,Tue May 14 2024,Thu May 23 2024,,yellow
1,670,1215109,IT Support Executive - Avissawella (1),Eureka Technology Partners (Pvt) Ltd,Please refer the Advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,671,1215108,IT Support Executive - Biyagama (1),Eureka Technology Partners (Pvt) Ltd,Please refer the Advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,672,1215082,Area Sales Manager (FMCG/Food & Beverages) -North & East/Colombo (1),Konnect Net Pvt Ltd,Please refer the advertisement,Tue May 14 2024,Fri May 31 2024,,yellow
1,673,1215053,Assistant Manager Production (Location - Embilipitiya),KSPA Packaging Private Limited,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,674,1215050,Consultant - Injection Moulding (Location ; Nawagamuwa - Ranala),Korean SPA Accessories (Pvt) Ltd.,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,675,1215011,Assistant - Procurement (Panadura),KSPA Packaging,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,676,1215005,Senior Coordinator - Sales & Marketing (Panadura),KSPA Embilipitiya Paper Mills (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,677,1214994,Boiler Operator (Embilipitiya),KSPA Embilipitiya Paper Mills Pvt. Ltd,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,678,1214993,Intern - Procurement,Anunine Holdings (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,679,1214991,Consultant - CRC Supplementary Report Development,LEADS,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,680,1214990,Executive - Branding & Customer Insights (Panadura),KSPA Group of Companies,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,681,1214989,Electrical Engineer,Anunine Holdings (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Wed May 22 2024,,yellow
1,682,1214914,Executives - Sales & Marketing (2),Kapruka Holdings PLC,Kindly refer the advertisement,Tue May 14 2024,Wed Jun 12 2024,,yellow
1,683,1214883,Junior Executives - Global E Commerce (2),Kapruka Holdings PLC,Kindly refer the advertisement,Tue May 14 2024,Tue Jun 11 2024,,yellow
1,684,1214664,Service Desk Engineer - L1 (1),Eureka Technology Partners (Pvt) Ltd,Please refer the Advertisement,Tue May 14 2024,Wed May 22 2024,,yellow
1,685,1214443,IT Executive / IT Assistant,CareCloud Colombo (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Tue May 21 2024,,yellow
1,686,1214370,Admin Assistant (1),Eureka Technology Partners (Pvt) Ltd,Please refer advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,687,1214261,Medical Delegates & Sales Representatives,MW Lifesciences,Please refer the vacancy,Tue May 14 2024,Tue May 21 2024,,yellow
1,688,1213925,Enterprise Development Officer / Junior Enterprise Development Officer -Kahatagasdigiliya Branch,Berendina Micro Investments Company Limited,Please refer the vacancy,Tue May 14 2024,Mon May 20 2024,,yellow
1,689,1213852,Executive - Data Management (1),Ceylon Cold Stores PLC,Please refer the advert.,Tue May 14 2024,Tue May 28 2024,,yellow
1,690,1213764,Marketing Executive / Assistant - E Commerce Administrations,K Plus,Please refer the vacancy,Tue May 14 2024,Mon May 20 2024,,yellow
1,691,1213717,Assistant Accountant,Multichemi International Limited,Please refer the vacancy,Tue May 14 2024,Mon May 20 2024,,yellow
1,692,1213701,MANAGER - ASSEMBLY PLANT (1),EURO MOTORS (PVT) LTD,Kelanimulla and Suburbs area candidates with prior experience in similar fields are encouraged to apply.,Tue May 14 2024,Sat May 18 2024,,yellow
1,693,1213459,Lead Quality Controller,?Autogroup International (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Fri May 17 2024,,yellow
1,694,1213345,Software Engineer/Senior Software Engineer ? Salesforce (1),CMS (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Sun Jun 02 2024,,yellow
1,695,1212403,Hotel Vacancies,Ella Flower Garden Resort (Pvt) Ltd,Please refer the vacancy,Tue May 14 2024,Thu May 16 2024,,yellow
1,696,1211550,Waiter- Colombo (1),Teardrop Boutique Management,Please refer the advert.,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,697,1210061,IT Support Executive - Battaramulla (1),Eureka Technology Partners (Pvt) Ltd,Please refer the Advertisement,Tue May 14 2024,Thu May 16 2024,,yellow
1,698,1210016,Remote Purchasing Specialist (1),CMS (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Thu Jun 06 2024,,yellow
1,699,1209185,Call Center Agents (2),Kapruka Holdings PLC,Please refer the advertisement,Tue May 14 2024,Thu May 16 2024,,yellow
1,700,1207203,Lead Web and Mobile Developer (1),CMS (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Fri Jun 14 2024,,yellow
1,701,1207201,Lead Web and Mobile Developer (1),CMS (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Wed Jun 12 2024,,yellow
1,702,1207198,Lead Web and Mobile Developer (1),CMS (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Wed Jun 12 2024,,yellow
1,703,1206620,MECHANIC - ASSEMBLY PLANT (2),EURO MOTORS (PVT) LTD,Kelanimulla and Suburbs area candidates with prior experience in similar fields are encouraged to apply.,Tue May 14 2024,Sat May 18 2024,,yellow
1,704,1204744,Senior Engineer - Platform Security - SOC,Millennium IT ESP (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,705,1204684,Associate Director - Legal,Millennium IT ESP (Pvt) Ltd,Please refer the advertisement.,Tue May 14 2024,Tue May 28 2024,,yellow
1,706,1201100,System Support Specialist (1),Eureka Technology Partners (Pvt) Ltd,Please refer the Advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,707,1201018,IT Support Executive - Thulhiriya (2),Eureka Technology Partners (Pvt) Ltd,Please refer the advertisement,Tue May 14 2024,Tue May 21 2024,,yellow
1,708,1200859,Full Stack Engineer (1),CMS (Pvt) Ltd,Please refer the job advertisement,Tue May 14 2024,Sun Jun 30 2024,,yellow
1,709,1192923,Plant Engineer,Hayleys Group,Click on the flyer to apply. Join the World of Hayleys.,Tue May 14 2024,Tue May 28 2024,,yellow
1,710,1189910,Technical Support Specialist (1),Eureka Technology Partners (Pvt) Ltd,Please refer the Advertisement,Tue May 14 2024,Thu May 16 2024,,yellow
1,711,1189909,Telesales Specialist (1),Eureka Technology Partners (Pvt) Ltd,Please refer the Advertisement,Tue May 14 2024,Thu May 16 2024,,yellow
1,712,1185483,Executive - Production,Hayleys Group,Click on the flyer to apply. Join the World of Hayleys.,Tue May 14 2024,Fri May 24 2024,,yellow
