page,row_no,jobref,position,company,jobdesc_snippet,opening_date,closing_date,town,row_type
1,25,1215051,Assistant Manager - Sales & Marketing (Katubedda),ESOFT Metro Campus (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,26,1215050,Consultant - Injection Moulding (Location ; Nawagamuwa - Ranala),Korean SPA Accessories (Pvt) Ltd.,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,27,1215049,Manager - Operations & Administration,BuddhiBatiks,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,28,1215048,Intern - Business Analyst | Pre Sales (1),John Keells IT,Please refer the Advert.,Wed May 08 2024,Sat Jun 08 2024,,yellow
1,29,1215047,Trainee Associate - Demand Planning,Rainco Private Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,30,1215046,Customer Support Executives,Hitachi,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,31,1215045,Senior Accounts Executive - RPC Logistics (1),Richard Pieris & Company PLC,Please find the job advert,Wed May 08 2024,Fri May 31 2024,,yellow
1,32,1215044,Software Engineer - Java,Hitachi,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,33,1215043,Sales Manager - DB Foods,Darley Butler & Co.Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,34,1215042,Graphics Designer/Social Media Handlist,Cuisine Colombo,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,35,1215041,QA Engineer,Infoseek (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,36,1215040,Video Editor,ConceptRig,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,37,1215039,Quality Assurance Manager,Laklights Food Products,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,38,1215038,Maintenance Manager,Laklights Food Products,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,39,1215037,Business Development Executive,Landmark 360 (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,40,1215036,Junior Account Executive,Dilly & Carlo,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,41,1215035,Creative Designer / Content Creator,British Institute of Engineering and Technology (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,42,1215034,Fashion Stylist (1),Fashion Bug (Pvt) Ltd,Please refer to the advertisement.,Wed May 08 2024,Tue May 28 2024,,yellow
1,43,1215033,Procurement - Assistant,EX- PACK,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,44,1215032,Reservation Assistant (1),Debug Group of Companies,Please refer the advertisement.,Wed May 08 2024,Wed May 15 2024,,yellow
1,45,1215031,Audiologist,Vision Care Opticals (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,46,1215030,Executive Secretary (1),Lankem Ceylon PLC,Please refer the advertisement,Wed May 08 2024,Wed May 15 2024,,yellow
1,47,1215029,Data Entry Operator Cum Call Center Assistant (Service Department),Global Resources Solutions International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,48,1215028,Senior Marketing Executive,Vision Care Opticals (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,49,1215027,Manager - Administration,CBL Foods International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,50,1215026,Senior Accounts Executive / Accounts Executive & Internal Audit Executive - Kaduwela,CSL Holding Lanka (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,51,1215025,Deputy Manager/ Assistant Manager - Projects & Hospitality,Hafele,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,52,1215024,Sales Executives & Sales Interns,Frella International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,53,1215023,Business Analyst,Micronet Global Services (Pvt) Ltd,Immediate Vacancy,Wed May 08 2024,Fri May 31 2024,,yellow
1,54,1215022,Digital Marketing Executive,Vision Care Opticals (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,55,1215021,Assistant Manager - Employee Relations,CBL Foods International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,56,1215020,Sales Executives & Sales Interns,Frella International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,57,1215019,Internship - Human Resource Department,Fintrex Finance Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,58,1215018,Bought Leaf Collectors,KDU Group,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,59,1215017,Assistant Manager - Appliances,Hafele,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,60,1215016,Trainee Customer Relations Officer,Vision Care Optical Service (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,61,1215015,Freelance SKU Creation Specialist (Remote),Company name withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,62,1215014,Civil Engineer,STI Projects (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,63,1215013,Solar Service Technician (1),KDG GLOBAL,Minimum 3 year of solar maintenance and technical service experience,Wed May 08 2024,Tue May 14 2024,,yellow
1,64,1215012,Trainee Ophthalmic Assistant / Trainee Hearing Care Assistant,Vision Care Optical Service (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,65,1215011,Assistant - Procurement (Panadura),KSPA Packaging,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,66,1215010,Chief Accountant,Lanka Deep Wells (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,67,1215009,Executive ? Market and Customer Research Analyst (1),Jaykay Marketing Services (Pvt) Ltd,Please refer the advert.,Wed May 08 2024,Wed May 15 2024,,yellow
1,68,1215008,Assistant Accountant,Avanta Infotech (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,69,1215007,Accounts Executive / Accounts Assistant,Nawaloka Hardware (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,70,1215006,Structural Drafts Person,Company Name Withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,71,1215005,Senior Coordinator - Sales & Marketing (Panadura),KSPA Embilipitiya Paper Mills (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,72,1215004,Assistant Account - Gampaha,Sri Lanka Red Cross Society,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,73,1215003,Teachers Vacancies,Richmond International School,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,74,1215002,QA Officer - Negombo,Pelemix Lanka (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,75,1215001,Quality Executive,Rhino Roofing Products Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,76,1215000,Trainee Accounts Clerks,Nethra Optics (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,77,1214999,Hotel Vacancies - Katunayake,Full Moon Garden Hotel,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,78,1214998,Senior Sales Executive,TGI Lanka Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,79,1214997,Mechanical Engineer,Rhino Roofing Products Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,80,1214996,Teacher Vacancies,Royal International School,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,81,1214995,Social Worker - Female,Good Shepherd Sri Lanka,Kandy/ Kochchikade/ Mankulam/ Wattala,Wed May 08 2024,Wed May 22 2024,,yellow
1,82,1214994,Boiler Operator (Embilipitiya),KSPA Embilipitiya Paper Mills Pvt. Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,83,1214993,Intern - Procurement,Anunine Holdings (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,84,1214992,Project Manager - Food Processing and Plantation Management,LALCO,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,85,1214991,Consultant,LEADS,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,86,1214990,Executive - Branding & Customer Insights (Panadura),KSPA Group of Companies,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,87,1214989,Electrical Engineer,Anunine Holdings (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,88,1214988,Manager Payroll Systems,Infoseek (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,89,1214987,Restaurant Manager,Chana's,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,90,1214986,Executive - Spare Parts Sales (1),Softlogic Holdings PLC,Please refer the advertisement.,Wed May 08 2024,Fri May 24 2024,,yellow
1,91,1214985,Executive - Spare Parts Sales (1),Softlogic Holdings PLC,Please refer the advertisement.,Wed May 08 2024,Fri May 24 2024,,yellow
1,92,1214984,Counselor,Ceylon Steel Corporation Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,93,1214983,Hotel Vacancies,Trillium Hotel,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,94,1214982,Software Engineer / Business Analyst / Quality Assurance Engineer,jWare Automation (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,95,1214981,Executive - Business Development / Junior Executive - Business Development (Matara),Acuity Partners (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,96,1214980,Warehouse Operations Manager,SriLankan Catering Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,97,1214979,Sales & Marketing - Management Trainee,Subtle Technologies (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,98,1214978,Store Manager,Medisurg International Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,99,1214977,Restaurant Manager,The Tunnel,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,100,1214976,Software Project Architect - AI Project,Hype Invention,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,101,1214975,Intern - Supply Chain (1),Brandix Essentials - Ratmalana,Please refer the advertisement.,Wed May 08 2024,Sat Jun 08 2024,,yellow
1,102,1214974,Steward / Waiter,The Tunnel,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,103,1214973,Visa and Immigration Consultant,Ranar Migration Center (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,104,1214972,Business Development Executive,Dankotuwa Porcelain PLC,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,105,1214971,Accountant,Best Paper Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,106,1214970,Hotel Vacancies,Chaarya Resort & Spa,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,107,1214969,General Science and Biology Teacher,Stafford International School,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,108,1214968,Accounts Assistant (Female) / Accounts Clerk (Female),Suganth International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,109,1214967,Manager / Assistant Manager - Transport,Andrew The Car Rental Company (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,110,1214965,A/C Technician,Tess Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,111,1214964,"Senior sales executive, Assistant sales manager - Bancassurance (1)",Quess Corp Lanka (Private) Limited,"Locations - Colombo, Kandy, Nuwaraeliya, Matale, Gampaha, Welimada, Kalawana, Kuruwita, Akuressa, Karapitiya, Kamburupitiya, Kalutara, Tambuththegama, Noch ....",Wed May 08 2024,Sat May 18 2024,,yellow
1,112,1214963,Security,Company Name Withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,113,1214962,Project Manager,Nvision,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,114,1214961,Associate - Human Resources (Freelancer),Muve,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,115,1214960,Intern - Marketing Communications,Diesel & Motor Engineering PLC,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,116,1214959,Tele Marketing Executive,Greendale Property Developers (Pvt) Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,117,1214958,Printing Field Unskilled Labours (Freshers) / Printing Field Skilled Labours / Visiting Supervisors,Company Name Withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,118,1214957,Senior Executive Finance - Accounts Receivables,Dart Global Logistics (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,119,1214956,Consultant - Product Registration PrEP & HIV,FPA Sri Lanka,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,120,1214955,Head of Agriculture & Gardening,Aviyana Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,121,1214954,Accountant / Accounts Associate / Interns,Smart Succession Services Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,122,1214953,Restaurant Vacancies,Melissa's Food Court,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,123,1214952,Manager - Aviyana Global Campus,Aviyana Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,124,1214950,Talent Acquisition Executive,Company Name Withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,125,1214949,Store Keeper,Naturub Exports International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,126,1214948,Accountant - SAGE Software / NZ Accounting Process,Smart Succession Services Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,127,1214947,Director - Human Resource Management,Aviyana Pvt Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,128,1214946,Account Assistant,KPLUS by Helanka,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,129,1214945,Marketing Co-ordinators,Naturub Exports International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,130,1214944,SAP - DBM Associate Consultant/ Specialist (1),Senok Trade Combine Limited,Refer the advertisement for more information.,Wed May 08 2024,Mon May 27 2024,,yellow
1,131,1214943,Assistant Accountant - Kelaniya (1),Konnect Net Pvt Ltd,Please refer the advertisement,Wed May 08 2024,Fri May 31 2024,,yellow
1,132,1214942,Assistant Accountant,Economic Development Bureau,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,133,1214941,Production and R & D Executive,Latex Lanka International (Private) Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,134,1214940,Senior Accounts Executive (1),Maritime Placements (Pvt) Ltd,Senior Accounts Executive,Wed May 08 2024,Wed May 15 2024,,yellow
1,135,1214939,Billing Clerk,W.M.J Fernando Group of Companies,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,136,1214937,Accounts Executive/ Computer Operator,Company Name Withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,137,1214936,Accounts Executive,Brians Holidays,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,138,1214935,Junior Executive / Executive / Senior Executive - Marketing,PMF Finance PLC,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,139,1214934,Accounts Executive - Male,Company Name Withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,140,1214933,Business Development Manager (1),Hemas Holdings PLC,Please refer attachment.,Wed May 08 2024,Wed May 15 2024,,yellow
1,141,1214932,Sample Room Operator,Coral Wear,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,142,1214931,Company Sales Representative (CSR) - Hanwella (1),Hestia International (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,143,1214930,Recruitment Specialist (1),INNODATA LANKA (PVT) LTD,Please refer to the advert,Wed May 08 2024,Wed May 15 2024,,yellow
1,144,1214929,Executive / Senior Executive / Assistant Manager - Fund Mobilization,PMF Finance PLC,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,145,1214928,Recruitment Specialist (1),INNODATA LANKA (PVT) LTD,Please refer to the advert,Wed May 08 2024,Wed May 15 2024,,yellow
1,146,1214927,Accounts Executive,Company name withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,147,1214926,Consultant,FPA Sri Lanka,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,148,1214925,Intern - Finance System Administration,North Manufacturing (North Sails),Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,149,1214924,Online Marketing - Interns (2),Kapruka Holdings PLC,Please refer the advertisement,Wed May 08 2024,Thu Jun 06 2024,,yellow
1,150,1214923,Senior Software Engineer (ReactJS) (1),Eyepax IT Consulting (Pvt) Ltd,Please refer Advertisement.,Wed May 08 2024,Sat May 25 2024,,yellow
1,151,1214921,Teaching Assistants - Junior School (1-6 Years),Stafford International School,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,152,1214920,Senior Researchers,Institute of Policy Studies of Sri Lanka,Please refer the vacancy,Wed May 08 2024,Wed May 15 2024,,yellow
1,153,1214919,Trainee Accounts Executive,PASS Accounting Solutions Pvt. Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,154,1214918,History Teacher (Edexcel Curriculum) - Middle School,Stafford International School,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,155,1214917,Teachers (Primary Section)/ Trainee Teachers (Kindergarten),Pre Uni English Medium School,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,156,1214916,Software Engineer,Tudawe Engineering Services (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,157,1214915,Accountancy Practice Accountant - Colombo / Jaffna,Futurewise Global (Pvt) Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,158,1214914,Executives - Sales & Marketing (2),Kapruka Holdings PLC,Kindly refer the advertisement,Wed May 08 2024,Wed Jun 12 2024,,yellow
1,159,1214913,Intern - Marketing (1),Brandix Intimates - Biyagama,Please refer the Advertisement,Wed May 08 2024,Wed May 15 2024,,yellow
1,160,1214912,Medical Representative,Mega Lifesciences Pty Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,161,1214911,Senior Executive - Human Resources,Esafe Global (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,162,1214910,"Sourcing Specialist ? Grants, PNS & Corporate Partnerships",World Vision,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,163,1214909,Assistant Manager - Sales Support Unit (1),Softlogic Life Insurance PLC,Please refer to the advert,Wed May 08 2024,Wed May 15 2024,,yellow
1,164,1214908,Cafeteria Administrator (1),EAM Maliban Textile Pvt Ltd,Please refer to the attached AD,Wed May 08 2024,Wed May 22 2024,,yellow
1,165,1214907,"Sourcing Specialist ? Grants, PNS & Corporate Partnerships",World Vision,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,166,1214906,Graphic Designer / IT Support Officer / Electronics and Robotics Coach,Asian Grammar School & Giggles International Montessori,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,167,1214905,"Programme Assistant cum Data Entry - FPA Suwa Sewa Centre, Seethawaka",Family Planning Association of Sri Lanka (FPA Sri Lanka),Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,168,1214904,Hotel Vacancies,Good Wood Air Port Hotel,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,169,1214903,HR Executive,M.D. Gunasena & Co. (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,170,1214902,Manager - Pharmacy,Ninewells Hospital (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,171,1214901,Female Receptionist,Natural Affection,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,172,1214900,Assistant Manager - Corporate Sales,Royal Fernwood Porcelain Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,173,1214899,Customer Care - Nawala,Konnect BPO Technologies (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 15 2024,,yellow
1,174,1214898,Assistant Manager - HORECA Sales,Royal Fernwood Porcelain Limited,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,175,1214897,Senior Logistics Executive - Exports,Global Rubber Industries (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,176,1214896,Customer Care - Nawala,Konnect BPO Technologies (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 15 2024,,yellow
1,177,1214895,Secretary to Chairman,DPJ Holdings,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,178,1214894,Customer Care - Nawala,Konnect BPO Technologies (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 15 2024,,yellow
1,179,1214893,C# and Angular Engineers / SE / SSE & Tech Leads,SubFactor Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,180,1214892,Sales & Marketing Executive (1),Raigam Marketing Services (Pvt) Ltd,Please refer the advertisement,Wed May 08 2024,Tue May 14 2024,,yellow
1,181,1214891,Accounts Executive,Pure Herbs & Spices (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,182,1214890,Quantity Surveyors,Solanco Engineering Services (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,183,1214889,Customer Relations Officer (Male),Malkey Group of Companies,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,184,1214888,System Administrator,New Champ,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,185,1214887,Sales Representatives,IMO Chicken & Agro (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,186,1214886,Assistant Accountant / Senior Finance Executive,Company Name Withheld,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,187,1214885,Internal Auditor,Casons Rent A Car (Pvt) Ltd,Please refer the vacancy,Wed May 08 2024,Wed May 22 2024,,yellow
1,188,1214884,Department Coordinator (1),Ceylon Tobacco Company PLC,"The role will play a crucial role in supporting the Head of Leaf and the Leaf Team, serving as a central point for the function. This position requires str ....",Wed May 08 2024,Fri May 17 2024,,yellow
